Pathway,Pathway_ID,Community_ID,Community_Size,Overlap_Size,Pathway_Coverage_%,Community_Coverage_%,P_Value,Overlapping_Genes
C0338480,5,215,25,1,8.333333333333332,4.0,0.013831676188246904,79783
C0338480,5,310,31,1,8.333333333333332,3.225806451612903,0.017125076104516183,221692
C0338480,5,180,35,1,8.333333333333332,2.857142857142857,0.019315071608989536,6863
C0338480,5,331,35,1,8.333333333333332,2.857142857142857,0.019315071608989536,23063
C0338480,5,135,36,1,8.333333333333332,2.7777777777777777,0.019861871123007375,23245
C0338480,5,492,39,1,8.333333333333332,2.564102564102564,0.021500593275061448,4035
C0338480,5,210,68,1,8.333333333333332,1.4705882352941175,0.037212593906081566,4209
C0026636,6,63,79,2,16.666666666666664,2.5316455696202533,0.0008546068659761523,"8208, 10036"
C0026636,6,34,17,1,8.333333333333332,5.88235294117647,0.009424740057912653,672
C0026636,6,209,18,1,8.333333333333332,5.555555555555555,0.009976592570415204,9518
C0026636,6,275,19,1,8.333333333333332,5.263157894736842,0.010528163251001811,3301
C0026636,6,361,29,1,8.333333333333332,3.4482758620689653,0.016028398062173627,6283
C0026636,6,411,30,1,8.333333333333332,3.3333333333333335,0.01657687721598512,51182
C0026636,6,260,43,1,8.333333333333332,2.3255813953488373,0.023681649412814854,2189
C0026636,6,351,50,1,8.333333333333332,2.0,0.027487777421919688,2937
C0026636,6,347,66,1,8.333333333333332,1.5151515151515151,0.03613647813215641,5743
C0026636,6,234,70,1,8.333333333333332,1.4285714285714286,0.03828760825660259,56603
C0026636,6,45,78,1,8.333333333333332,1.282051282051282,0.04257667191051981,54541
C1838979,7,499,105,23,82.14285714285714,21.904761904761905,4.721191621246406e-50,"374291, 29078, 79133, 51103, 4535, 4536, 4537, 4538, 25915, 4540, 4541, 126328, 4694, 4709, 4715, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4729"
C1838979,7,148,36,1,3.571428571428571,2.7777777777777777,0.045748674243139095,91942
C0236969,8,326,97,5,4.385964912280701,5.154639175257731,0.0001656822022449452,"2915, 5581, 2893, 5583, 4985"
C0236969,8,425,137,5,4.385964912280701,3.64963503649635,0.0008124611284800999,"4646, 3983, 10160, 22998, 55930"
C0236969,8,269,45,3,2.631578947368421,6.666666666666667,0.0017386715134236513,"4897, 23034, 9748"
C0236969,8,196,86,3,2.631578947368421,3.488372093023256,0.01072401904118228,"5768, 29126, 23214"
C0236969,8,138,39,2,1.7543859649122806,5.128205128205128,0.018083889871683193,"80034, 64478"
C0236969,8,43,42,2,1.7543859649122806,4.761904761904762,0.020798199069759268,"9547, 143379"
C0236969,8,90,65,2,1.7543859649122806,3.076923076923077,0.046467465506574504,"10257, 81035"
C0002878,9,500,58,2,16.666666666666664,3.4482758620689653,0.00046149601587875804,"2729, 3043"
C0002878,9,267,68,2,16.666666666666664,2.941176470588235,0.0006340240498269189,"2821, 7167"
C0002878,9,268,77,2,16.666666666666664,2.5974025974025974,0.0008121151304010506,"2936, 2539"
C0002878,9,175,20,1,8.333333333333332,5.0,0.01107945223052582,6710
C0002878,9,338,24,1,8.333333333333332,4.166666666666666,0.013281793753149045,3440
C0002878,9,107,34,1,8.333333333333332,2.941176470588235,0.01876799248013954,3162
C0002878,9,395,37,1,8.333333333333332,2.7027027027027026,0.020408391152119586,6521
C0002878,9,23,47,1,8.333333333333332,2.127659574468085,0.025858248318437704,3704
C0003873,10,285,96,11,5.0228310502283104,11.458333333333332,3.830520617774559e-09,"3553, 6372, 2920, 1803, 176, 6355, 3576, 4313, 1404, 6366, 4319"
C0003873,10,274,211,14,6.392694063926941,6.6350710900473935,3.6171269835843705e-08,"51744, 7297, 3560, 5771, 7852, 940, 26191, 914, 916, 1493, 3572, 921, 5788, 1437"
C0003873,10,326,97,8,3.65296803652968,8.24742268041237,6.643140383421563e-06,"3559, 10666, 5583, 624, 4082, 5588, 5243, 5341"
C0003873,10,301,70,6,2.73972602739726,8.571428571428571,7.828937974758137e-05,"3557, 3654, 1235, 7189, 7097, 23643"
C0003873,10,184,82,6,2.73972602739726,7.317073170731707,0.0001889897340037402,"3491, 8200, 285704, 652, 654, 1490"
C0003873,10,16,41,4,1.82648401826484,9.75609756097561,0.0007816650504159835,"4204, 7090, 8013, 3237"
C0003873,10,324,24,3,1.36986301369863,12.5,0.001788081387675237,"356, 4261, 639"
C0003873,10,397,25,3,1.36986301369863,12.0,0.002016791866423073,"81849, 8604, 81567"
C0003873,10,113,14,2,0.91324200913242,14.285714285714285,0.008626765626372535,"84709, 57719"
C0003873,10,108,84,4,1.82648401826484,4.761904761904762,0.01061968632131084,"10745, 50943, 3516, 3239"
C0003873,10,249,16,2,0.91324200913242,12.5,0.01122531675199626,"1401, 2212"
C0003873,10,353,61,3,1.36986301369863,4.918032786885246,0.02417909557949682,"640, 8714, 57007"
C0003873,10,153,65,3,1.36986301369863,4.615384615384616,0.028498540314729558,"10586, 3236, 5453"
C0003873,10,208,33,2,0.91324200913242,6.0606060606060606,0.04414048355377425,"51561, 6775"
C0003873,10,45,78,3,1.36986301369863,3.8461538461538463,0.04514871103866557,"5673, 306, 54541"
C0003873,10,363,34,2,0.91324200913242,5.88235294117647,0.04659258366403271,"4795, 3798"
C0003872,11,423,99,2,11.76470588235294,2.0202020202020203,0.0027146732672214706,"7124, 64127"
C0003872,11,76,20,1,5.88235294117647,5.0,0.015661386390433164,54620
C0003872,11,167,20,1,5.88235294117647,5.0,0.015661386390433164,4049
C0003872,11,208,33,1,5.88235294117647,3.0303030303030303,0.025717178456746967,3593
C0003872,11,43,42,1,5.88235294117647,2.380952380952381,0.03262215600889169,5966
C0003872,11,124,57,1,5.88235294117647,1.7543859649122806,0.044028199293514966,3107
C0002871,12,36,43,2,7.4074074074074066,4.651162790697675,0.0013216372629016818,"57817, 30061"
C0002871,12,479,3,1,3.7037037037037033,33.33333333333333,0.0037529497961078396,51312
C0002871,12,423,99,2,7.4074074074074066,2.0202020202020203,0.006800247265364901,"7124, 8797"
C0002871,12,274,211,2,7.4074074074074066,0.9478672985781991,0.028504223184255474,"3562, 1437"
C0002871,12,80,24,1,3.7037037037037033,4.166666666666666,0.029646411579114938,5741
C0002871,12,338,24,1,3.7037037037037033,4.166666666666666,0.029646411579114938,3440
C0002871,12,362,30,1,3.7037037037037033,3.3333333333333335,0.036924704156704125,1440
C0002871,12,465,30,1,3.7037037037037033,3.3333333333333335,0.036924704156704125,5617
C0002871,12,38,35,1,3.7037037037037033,2.857142857142857,0.04294976357255134,5972
C0002871,12,47,39,1,3.7037037037037033,2.564102564102564,0.047743661012177196,3481
C0206698,13,288,25,2,8.333333333333332,8.0,0.00035083962636545373,"3417, 3418"
C0206698,13,505,57,2,8.333333333333332,3.508771929824561,0.0018263303399941126,"55193, 8289"
C0206698,13,206,82,2,8.333333333333332,2.4390243902439024,0.003736374902843354,"3845, 2263"
C0206698,13,143,96,2,8.333333333333332,2.083333333333333,0.005081902014467447,"5566, 5567"
C0206698,13,448,10,1,4.166666666666666,10.0,0.01107996398620278,1956
C0206698,13,9,16,1,4.166666666666666,6.25,0.0176713672497525,5178
C0206698,13,305,16,1,4.166666666666666,6.25,0.0176713672497525,6092
C0206698,13,274,211,2,8.333333333333332,0.9478672985781991,0.02284578951133502,"2064, 5774"
C0206698,13,177,26,1,4.166666666666666,3.8461538461538463,0.028563578728317468,7157
C0206754,14,125,40,3,30.0,7.5,7.038319876696118e-07,"6752, 6753, 6751"
C0206754,14,10,15,1,10.0,6.666666666666667,0.00693799282614819,1616
C0206754,14,465,30,1,10.0,3.3333333333333335,0.01383263338545757,5744
C0206754,14,23,47,1,10.0,2.127659574468085,0.02159445546573483,7298
C0206754,14,458,64,1,10.0,1.5625,0.029301252368808546,1027
C0206754,14,11,65,1,10.0,1.5384615384615385,0.029752887202303725,546
C0206754,14,32,65,1,10.0,1.5384615384615385,0.029752887202303725,673
C0206754,14,210,68,1,10.0,1.4705882352941175,0.03110665722348711,4221
C0024530,15,423,99,2,9.523809523809524,2.0202020202020203,0.004141980861685542,"7124, 4055"
C0024530,15,372,176,2,9.523809523809524,1.1363636363636365,0.012570329779483816,"1378, 948"
C0024530,15,249,16,1,4.761904761904762,6.25,0.015478568242388472,1401
C0024530,15,477,25,1,4.761904761904762,4.0,0.024084709395797873,3383
C0024530,15,56,32,1,4.761904761904762,3.125,0.03072879073607239,2995
C0024530,15,395,37,1,4.761904761904762,2.7027027027027026,0.03544816397604329,6521
C0024530,15,494,40,1,4.761904761904762,2.5,0.03826927480218758,2993
C0024530,15,60,44,1,4.761904761904762,2.272727272727273,0.04201853386505742,91752
C0024530,15,376,49,1,4.761904761904762,2.0408163265306123,0.04668553441844935,2213
C0598608,16,423,99,3,27.27272727272727,3.0303030303030303,1.509366501488195e-05,"834, 7124, 29108"
C0598608,16,384,15,1,9.090909090909092,6.666666666666667,0.007629315521075923,1674
C0598608,16,159,20,1,9.090909090909092,5.0,0.01016063726465248,875
C0598608,16,359,28,1,9.090909090909092,3.571428571428571,0.014198545004062093,4552
C0598608,16,450,32,1,9.090909090909092,3.125,0.016211878182100983,4868
C0598608,16,48,71,1,9.090909090909092,1.4084507042253522,0.03564689381936796,4524
C0598608,16,30,89,1,9.090909090909092,1.1235955056179776,0.044498619908747206,27232
C0598608,16,98,91,1,9.090909090909092,1.098901098901099,0.04547757156867407,5444
C0019693,17,200,111,14,14.000000000000002,12.612612612612612,1.2093072370714744e-16,"5699, 9861, 5702, 5719, 5705, 5709, 5714, 5685, 5686, 5687, 5720, 5721, 5692, 23198"
C0019693,17,285,96,7,7.000000000000001,7.291666666666667,3.1783950582978725e-07,"6347, 6348, 6349, 1232, 6387, 6356, 3577"
C0019693,17,280,98,4,4.0,4.081632653061225,0.0011278044218872242,"3837, 5901, 5902, 4927"
C0019693,17,471,22,2,2.0,9.090909090909092,0.004632450334225029,"3586, 23411"
C0019693,17,105,74,3,3.0,4.054054054054054,0.004947075507677015,"396, 397, 998"
C0019693,17,50,25,2,2.0,8.0,0.005962027362198599,"80273, 7266"
C0019693,17,428,85,3,3.0,3.5294117647058822,0.007266543580718216,"7203, 22948, 10574"
C0019693,17,404,2,1,1.0,50.0,0.009256423951335807,6426
C0019693,17,203,3,1,1.0,33.33333333333333,0.0138527754987664,7307
C0019693,17,144,111,3,3.0,2.7027027027027026,0.01497045163926362,"10946, 8683, 10189"
C0019693,17,468,41,2,2.0,4.878048780487805,0.015531674400787262,"1026, 1647"
C0019693,17,33,5,1,1.0,20.0,0.02298223987322174,3608
C0019693,17,124,57,2,2.0,3.508771929824561,0.02881969741795609,"3106, 3107"
C0019693,17,129,59,2,2.0,3.389830508474576,0.030712954256264354,"10204, 5479"
C0019693,17,277,8,1,1.0,12.5,0.036519773057641314,3692
C0019693,17,230,10,1,1.0,10.0,0.0454414578049448,393
C0019693,17,262,10,1,1.0,10.0,0.0454414578049448,4193
C0038013,18,208,33,2,13.333333333333334,6.0606060606060606,0.0002356588467143274,"3593, 149233"
C0038013,18,124,57,2,13.333333333333334,3.508771929824561,0.0007054948395040368,"3105, 3106"
C0038013,18,107,34,1,6.666666666666667,2.941176470588235,0.023406304597069542,23046
C0038013,18,377,35,1,6.666666666666667,2.857142857142857,0.024086920934524515,9755
C0038013,18,81,63,1,6.666666666666667,1.5873015873015872,0.04296540004790609,100507436
C0038013,18,301,70,1,6.666666666666667,1.4285714285714286,0.04763146795234633,7850
C0010606,19,210,68,4,4.0,5.88235294117647,0.0002827265672193324,"4602, 7403, 58508, 23135"
C0010606,19,332,68,4,4.0,5.88235294117647,0.0002827265672193324,"54880, 23269, 63035, 4613"
C0010606,19,165,50,3,3.0,6.0,0.0016207139566379884,"4851, 55534, 182"
C0010606,19,505,57,3,3.0,5.263157894736842,0.002363448310165171,"8289, 6595, 6605"
C0010606,19,87,22,2,2.0,9.090909090909092,0.004632450334225029,"9874, 2019"
C0010606,19,206,82,3,3.0,3.6585365853658534,0.006580757409063982,"2264, 5290, 54756"
C0010606,19,211,31,2,2.0,6.451612903225806,0.009075823576137114,"7994, 23774"
C0010606,19,97,43,2,2.0,4.651162790697675,0.017001689229855656,"4603, 2309"
C0010606,19,410,236,4,4.0,1.694915254237288,0.02427351877589267,"5176, 2195, 6484, 81831"
C0010606,19,11,65,2,2.0,3.076923076923077,0.03667680844552145,"472, 546"
C0010606,19,32,65,2,2.0,3.076923076923077,0.03667680844552145,"3265, 5605"
C0010606,19,85,9,1,1.0,11.11111111111111,0.040990886459387844,8823
C0010606,19,445,71,2,2.0,2.8169014084507045,0.04304556989764334,"10933, 10847"
C3495559,20,496,87,7,5.46875,8.045977011494253,8.691579353920149e-07,"1958, 3725, 2353, 2354, 2355, 1649, 23764"
C3495559,20,13,92,4,3.125,4.3478260869565215,0.002214312804774587,"5594, 1843, 1844, 1846"
C3495559,20,372,176,5,3.90625,2.840909090909091,0.004042271305484798,"5008, 7057, 3674, 5627, 2812"
C3495559,20,274,211,5,3.90625,2.3696682464454977,0.008584247504930675,"2209, 7852, 340205, 1493, 3480"
C3495559,20,190,28,2,1.5625,7.142857142857142,0.011953972109851083,"55500, 9468"
C3495559,20,6,54,2,1.5625,3.7037037037037033,0.04095982485639583,"85413, 1998"
C3495559,20,188,8,1,0.78125,12.5,0.04653381619958567,9690
C0027659,21,173,15,2,5.714285714285714,13.333333333333334,0.0002653491235995421,"196, 405"
C0027659,21,208,33,2,5.714285714285714,6.0606060606060606,0.0013100731943290612,"3592, 3593"
C0027659,21,458,64,2,5.714285714285714,3.125,0.004846894192416723,"595, 1019"
C0027659,21,32,65,2,5.714285714285714,3.076923076923077,0.004995689686033128,"3265, 4893"
C0027659,21,423,99,2,5.714285714285714,2.0202020202020203,0.011256372121107824,"7124, 8743"
C0027659,21,151,7,1,2.857142857142857,14.285714285714285,0.011311576180249578,22827
C0027659,21,372,176,2,5.714285714285714,1.1363636363636365,0.03306604455866191,"3082, 6678"
C0027659,21,480,22,1,2.857142857142857,4.545454545454546,0.035133686380346626,30834
C0027659,21,274,211,2,5.714285714285714,0.9478672985781991,0.04593032594020004,"2064, 613"
C0027659,21,136,29,1,2.857142857142857,3.4482758620689653,0.04605894222030006,7422
C0027659,21,345,31,1,2.857142857142857,3.225806451612903,0.0491583077321676,1728
C0027658,22,254,21,1,7.6923076923076925,4.761904761904762,0.012593827490682342,79923
C0027658,22,488,21,1,7.6923076923076925,4.761904761904762,0.012593827490682342,4254
C0027658,22,480,22,1,7.6923076923076925,4.545454545454546,0.013189865763463786,1761
C0027658,22,374,28,1,7.6923076923076925,3.571428571428571,0.016759126566745698,2072
C0027658,22,157,35,1,7.6923076923076925,2.857142857142857,0.020908200989063118,9573
C0027658,22,395,37,1,7.6923076923076925,2.7027027027027026,0.022090678899966954,6515
C0027658,22,150,54,1,7.6923076923076925,1.8518518518518516,0.03208864732511305,5460
C0027658,22,149,56,1,7.6923076923076925,1.7857142857142856,0.033258654897920965,928
C0027658,22,332,68,1,7.6923076923076925,1.4705882352941175,0.04025132881508071,1911
C0027658,22,234,70,1,7.6923076923076925,1.4285714285714286,0.041412224985404526,6337
C0027658,22,205,73,1,7.6923076923076925,1.36986301369863,0.043151139081799454,2067
C0027658,22,95,78,1,7.6923076923076925,1.282051282051282,0.04604285987018466,55729
C0002171,23,285,96,2,18.181818181818183,2.083333333333333,0.0010515645930570861,"2833, 3627"
C0002171,23,185,22,1,9.090909090909092,4.545454545454546,0.011171521331669128,64375
C0002171,23,5,437,2,18.181818181818183,0.4576659038901602,0.019979693751511957,"4283, 55014"
C0002171,23,253,61,1,9.090909090909092,1.639344262295082,0.03069711949191655,25824
C0002171,23,81,63,1,9.090909090909092,1.5873015873015872,0.03168891810531262,79465
C0002171,23,326,97,1,9.090909090909092,1.0309278350515463,0.048408958310231995,3559
C0002170,24,261,15,1,6.666666666666667,6.666666666666667,0.010390116985159209,367
C0002170,24,471,22,1,6.666666666666667,4.545454545454546,0.01520427735315438,1392
C0002170,24,438,32,1,6.666666666666667,3.125,0.02204374263465239,1244
C0002170,24,350,35,1,6.666666666666667,2.857142857142857,0.024086920934524515,6832
C0002170,24,118,51,1,6.666666666666667,1.9607843137254901,0.03491675133572806,23476
C0002170,24,82,58,1,6.666666666666667,1.7241379310344827,0.039619440452442166,142
C0002170,24,49,64,1,6.666666666666667,1.5625,0.043633284992508334,54503
C0002170,24,347,66,1,6.666666666666667,1.5151515151515151,0.044967750014461016,6716
C0002170,24,301,70,1,6.666666666666667,1.4285714285714286,0.04763146795234633,23328
C0002170,24,48,71,1,6.666666666666667,1.4084507042253522,0.04829631311363987,4524
C0428977,25,252,52,5,20.833333333333336,9.615384615384617,2.7520913266124734e-09,"5443, 1129, 1906, 1907, 1908"
C0428977,25,202,139,5,20.833333333333336,3.597122302158273,3.9935077583139983e-07,"3972, 134, 2771, 1813, 3350"
C0428977,25,180,35,2,8.333333333333332,5.714285714285714,0.00069111830104215,"6869, 6863"
C0428977,25,312,56,2,8.333333333333332,3.571428571428571,0.0017634451736663833,"7200, 4922"
C0428977,25,273,4,1,4.166666666666666,25.0,0.004446187234008148,10911
C0428977,25,261,15,1,4.166666666666666,6.666666666666667,0.016575731633709834,11188
C0428977,25,471,22,1,4.166666666666666,4.545454545454546,0.02422065599088576,1392
C0428977,25,465,30,1,4.166666666666666,3.3333333333333335,0.03288797426721723,5617
C0009447,26,149,56,4,33.33333333333333,7.142857142857142,1.9901311941042177e-08,"930, 931, 1380, 975"
C0009447,26,201,89,3,25.0,3.3707865168539324,1.456812459471278e-05,"115650, 8742, 23495"
C0009447,26,226,58,2,16.666666666666664,3.4482758620689653,0.00046149601587875804,"4790, 4791"
C0009447,26,316,17,1,8.333333333333332,5.88235294117647,0.009424740057912653,987
C0009447,26,31,21,1,8.333333333333332,4.761904761904762,0.011630459639785873,29851
C0017658,27,285,96,9,30.0,9.375,6.2134257978524804e-15,"3553, 6346, 6347, 6348, 6351, 6352, 2833, 6354, 3576"
C0017658,27,496,87,3,10.0,3.4482758620689653,0.0002382350357876718,"3569, 3558, 3727"
C0017658,27,381,11,1,3.3333333333333335,9.090909090909092,0.015205679331456378,2099
C0017658,27,384,15,1,3.3333333333333335,6.666666666666667,0.020679406503212722,1674
C0017658,27,471,22,1,3.3333333333333335,4.545454545454546,0.030187739578524005,3586
C0017658,27,427,27,1,3.3333333333333335,3.7037037037037033,0.036924704156704125,4803
C0017658,27,450,32,1,3.3333333333333335,3.125,0.04361641877134895,4868
C0017658,27,401,33,1,3.3333333333333335,3.0303030303030303,0.044949357560517815,3458
C0001973,28,119,87,4,9.75609756097561,4.597701149425287,2.2359644928363478e-05,"1312, 217, 125, 126"
C0001973,28,38,35,2,4.878048780487805,5.714285714285714,0.002018083210691745,"4852, 4887"
C0001973,28,180,35,2,4.878048780487805,5.714285714285714,0.002018083210691745,"6869, 6870"
C0001973,28,202,139,3,7.317073170731707,2.158273381294964,0.0023377436271646125,"2488, 3972, 3356"
C0001973,28,417,3,1,2.4390243902439024,33.33333333333333,0.005695221734862832,10150
C0001973,28,326,97,2,4.878048780487805,2.0618556701030926,0.014661573655291022,"2555, 2566"
C0001973,28,19,130,2,4.878048780487805,1.5384615384615385,0.025386484451029652,"886, 2550"
C0273115,29,285,96,3,15.0,3.125,9.234789882074802e-05,"6347, 6348, 6351"
C0273115,29,347,66,2,10.0,3.0303030303030303,0.0016927523705650993,"1544, 1543"
C0273115,29,423,99,2,10.0,2.0202020202020203,0.003758713137962309,"7132, 7124"
C0273115,29,344,5,1,5.0,20.0,0.004630693608933554,1999
C0273115,29,155,7,1,5.0,14.285714285714285,0.0064772610418548935,4914
C0273115,29,173,15,1,5.0,6.666666666666667,0.013831038155078046,196
C0273115,29,471,22,1,5.0,4.545454545454546,0.02022314801178857,23411
C0273115,29,427,27,1,5.0,3.7037037037037033,0.02476482125190343,4803
C0273115,29,107,34,1,5.0,2.941176470588235,0.03108957484866707,3162
C0273115,29,319,47,1,5.0,2.127659574468085,0.042732301963703805,4311
C1136249,30,473,120,2,9.090909090909092,1.6666666666666667,0.006600160488906701,"2664, 116442"
C1136249,30,141,147,2,9.090909090909092,1.3605442176870748,0.009756243019682323,"8573, 1741"
C1136249,30,257,28,1,4.545454545454546,3.571428571428571,0.02820259253293435,2245
C1136249,30,120,34,1,4.545454545454546,2.941176470588235,0.0341464272342775,282808
C1136249,30,148,36,1,4.545454545454546,2.7777777777777777,0.03611998221250125,10084
C1136249,30,435,41,1,4.545454545454546,2.4390243902439024,0.041037042970011615,23229
C0038454,31,372,176,6,15.789473684210526,3.4090909090909087,6.044020857693162e-07,"2147, 2153, 3690, 5327, 5328, 3674"
C0038454,31,255,58,2,5.263157894736842,3.4482758620689653,0.004699872211413171,"6647, 196743"
C0038454,31,184,82,2,5.263157894736842,2.4390243902439024,0.009195039521813022,"7040, 3685"
C0038454,31,285,96,2,5.263157894736842,2.083333333333333,0.012431931026156478,"2833, 3553"
C0038454,31,227,20,1,2.631578947368421,5.0,0.03468620388252993,9734
C0038454,31,339,23,1,2.631578947368421,4.3478260869565215,0.039787044927528104,463
C0038454,31,324,24,1,2.631578947368421,4.166666666666666,0.041481485918182626,3659
C0038454,31,477,25,1,2.631578947368421,4.0,0.0431730153629933,3383
C0019284,32,252,52,3,7.317073170731707,5.769230769230769,0.00013227395382955123,"1906, 1909, 1910"
C0019284,32,206,82,3,7.317073170731707,3.6585365853658534,0.0005094929633011956,"8817, 7490, 2247"
C0019284,32,254,21,2,4.878048780487805,9.523809523809524,0.0007243656993311564,"2627, 3213"
C0019284,32,47,39,2,4.878048780487805,5.128205128205128,0.0025012212787504733,"3481, 3479"
C0019284,32,184,82,2,4.878048780487805,2.4390243902439024,0.010646767549618817,"7040, 652"
C0019284,32,348,7,1,2.4390243902439024,14.285714285714285,0.013239648857729004,7412
C0019284,32,240,120,2,4.878048780487805,1.6666666666666667,0.021875725181082974,"7026, 7068"
C0019284,32,305,16,1,2.4390243902439024,6.25,0.030010991246609473,6586
C0019284,32,388,21,1,2.4390243902439024,4.761904761904762,0.03920789752975901,3778
C0019284,32,477,25,1,2.4390243902439024,4.0,0.04650411871031217,3383
C0282612,33,381,11,1,9.090909090909092,9.090909090909092,0.005600022590609272,2099
C0282612,33,261,15,1,9.090909090909092,6.666666666666667,0.007629315521075923,367
C0282612,33,37,20,1,9.090909090909092,5.0,0.01016063726465248,5728
C0282612,33,313,27,1,9.090909090909092,3.7037037037037033,0.013694626792018995,2950
C0282612,33,264,35,1,9.090909090909092,2.857142857142857,0.01771942414984372,7155
C0282612,33,138,39,1,9.090909090909092,2.564102564102564,0.019726218566256292,5292
C0282612,33,182,44,1,9.090909090909092,2.272727272727273,0.022229470031073187,1786
C0282612,33,500,58,1,9.090909090909092,1.7241379310344827,0.029207689918775873,4502
C0282612,33,35,59,1,9.090909090909092,1.694915254237288,0.029704397459168124,999
C0282612,33,458,64,1,9.090909090909092,1.5625,0.03218447137137948,1027
C0282612,33,487,68,1,9.090909090909092,1.4705882352941175,0.03416437975139368,2100
C0751617,34,164,36,2,14.285714285714285,5.555555555555555,0.00024365491267610895,"2736, 7546"
C0751617,34,16,41,1,7.142857142857142,2.4390243902439024,0.026308229435767525,6496
C0751617,34,386,42,1,7.142857142857142,2.380952380952381,0.026941789799585118,6997
C0751617,34,165,50,1,7.142857142857142,2.0,0.03199650925905867,28514
C0751617,34,35,59,1,7.142857142857142,1.694915254237288,0.03765391905051218,50937
C0751617,34,49,64,1,7.142857142857142,1.5625,0.040783642562205305,6469
C0751617,34,239,75,1,7.142857142857142,1.3333333333333335,0.04763579475730502,84976
C0751617,34,45,78,1,7.142857142857142,1.282051282051282,0.04949665939349165,7050
C0035258,35,242,16,1,7.142857142857142,6.25,0.01034417835907923,114781
C0035258,35,69,35,1,7.142857142857142,2.857142857142857,0.022498816147129532,5607
C0035258,35,47,39,1,7.142857142857142,2.564102564102564,0.025039959405694093,7018
C0035258,35,309,46,1,7.142857142857142,2.1739130434782608,0.02947220523026828,5789
C0035258,35,252,52,1,7.142857142857142,1.9230769230769231,0.03325637375735092,5443
C0035258,35,153,65,1,7.142857142857142,1.5384615384615385,0.04140845198872227,4211
C1142166,36,143,96,2,13.333333333333334,2.083333333333333,0.0019843685306085786,"783, 775"
C1142166,36,145,16,1,6.666666666666667,6.25,0.011079196376358846,10008
